,console,units_sold,week_of
5400,NS,230753,4/10/2023
5401,NS,235220,4/17/2023
5402,NS,553289,4/24/2023
5403,NS,375119,5/1/2023
5404,NS,410952,5/8/2023
5405,NS,346208,5/15/2023
5406,NS,330800,5/22/2023
5407,NS,289846,5/29/2023
5408,NS,297803,6/5/2023
5409,NS,256899,6/12/2023
5410,NS,284136,6/19/2023
5411,NS,299150,6/26/2023
5412,NS,262175,7/3/2023
5413,NS,232864,7/10/2023
5414,NS,234730,7/17/2023
5415,NS,236952,7/24/2023
5416,NS,261147,7/31/2023
5417,NS,246964,8/7/2023
5418,NS,226867,8/14/2023
5419,NS,226836,8/21/2023
5420,NS,220683,8/28/2023
5421,NS,213431,9/4/2023
5422,NS,197439,9/11/2023
5423,NS,202340,9/18/2023
5424,NS,185299,9/25/2023
5425,NS,255003,10/2/2023
5426,NS,183999,10/9/2023
5427,NS,226018,10/16/2023
5428,NS,228251,10/23/2023
5429,NS,296356,10/30/2023
5430,NS,299217,11/6/2023
5431,NS,325936,11/13/2023
5432,NS,863156,11/20/2023
5433,NS,774855,11/27/2023
5434,NS,706579,12/4/2023
5435,NS,744660,12/11/2023
5436,NS,831143,12/18/2023
5437,NS,445467,12/25/2023
5438,NS,279077,1/1/2024
5439,NS,170880,1/8/2024
5440,NS,157699,1/15/2024
5441,NS,159743,1/22/2024
5442,NS,162046,1/29/2024
5443,NS,174959,2/5/2024
5444,NS,174637,2/12/2024
5445,NS,180912,2/19/2024
5446,NS,190113,2/26/2024
5447,NS,184891,3/4/2024
5448,NS,154564,3/11/2024
5449,NS,170580,3/18/2024
5450,NS,163606,3/25/2024
5451,NS,188947,4/1/2024
5452,NS,180633,4/8/2024
5453,NS,166298,4/15/2024
5454,NS,153466,4/22/2024
5455,NS,132641,4/29/2024
5456,NS,151156,5/6/2024
5457,NS,143891,5/13/2024
5458,NS,151304,5/20/2024
5459,NS,148181,5/27/2024
5460,NS,102061,6/3/2024
5461,NS,82897,6/10/2024
5462,NS,86755,6/17/2024
5463,NS,95666,6/24/2024
5464,NS,101402,7/1/2024
5465,PS5,0,10/26/2020
5466,PS5,0,11/2/2020
5467,PS5,1464910,11/9/2020
5468,PS5,1001418,11/16/2020
5469,PS5,291496,11/23/2020
5470,PS5,331974,11/30/2020
5471,PS5,351048,12/7/2020
5472,PS5,365661,12/14/2020
5473,PS5,333021,12/21/2020
5474,PS5,228501,12/28/2020
5475,PS5,180395,1/4/2021
5476,PS5,164376,1/11/2021
5477,PS5,204284,1/18/2021
5478,PS5,199738,1/25/2021
5479,PS5,220355,2/1/2021
5480,PS5,244983,2/8/2021
5481,PS5,254068,2/15/2021
5482,PS5,252972,2/22/2021
5483,PS5,271533,3/1/2021
5484,PS5,288401,3/8/2021
5485,PS5,323711,3/15/2021
5486,PS5,335473,3/22/2021
5487,PS5,261269,3/29/2021
5488,PS5,169704,4/5/2021
5489,PS5,164733,4/12/2021
5490,PS5,169800,4/19/2021
5491,PS5,179493,4/26/2021
5492,PS5,149994,5/3/2021
5493,PS5,194397,5/10/2021
5494,PS5,160753,5/17/2021
5495,PS5,204713,5/24/2021
5496,PS5,172729,5/31/2021
5497,PS5,166763,6/7/2021
5498,PS5,177216,6/14/2021
5499,PS5,204942,6/21/2021
5500,PS5,189605,6/28/2021
5501,PS5,221007,7/5/2021
5502,PS5,212305,7/12/2021
5503,PS5,223926,7/19/2021
5504,PS5,240261,7/26/2021
5505,PS5,227270,8/2/2021
5506,PS5,231600,8/9/2021
5507,PS5,249817,8/16/2021
5508,PS5,254283,8/23/2021
5509,PS5,257854,8/30/2021
5510,PS5,260080,9/6/2021
5511,PS5,272357,9/13/2021
5512,PS5,280592,9/20/2021
5513,PS5,266872,9/27/2021
5514,PS5,230260,10/4/2021
5515,PS5,230032,10/11/2021
5516,PS5,231019,10/18/2021
5517,PS5,238421,10/25/2021
5518,PS5,243100,11/1/2021
5519,PS5,269468,11/8/2021
5520,PS5,283356,11/15/2021
5521,PS5,325503,11/22/2021
5522,PS5,302432,11/29/2021
5523,PS5,348566,12/6/2021
5524,PS5,476590,12/13/2021
5525,PS5,520418,12/20/2021
5526,PS5,322264,12/27/2021
5527,PS5,228213,1/3/2022
5528,PS5,178492,1/10/2022
5529,PS5,183324,1/17/2022
5530,PS5,185020,1/24/2022
5531,PS5,114531,1/31/2022
5532,PS5,99804,2/7/2022
5533,PS5,117322,2/14/2022
5534,PS5,113450,2/21/2022
5535,PS5,128516,2/28/2022
5536,PS5,125888,3/7/2022
5537,PS5,150185,3/14/2022
5538,PS5,184835,3/21/2022
5539,PS5,202650,3/28/2022
5540,PS5,140346,4/4/2022
5541,PS5,163509,4/11/2022
5542,PS5,209921,4/18/2022
5543,PS5,214988,4/25/2022
5544,PS5,149688,5/2/2022
5545,PS5,125869,5/9/2022
5546,PS5,142781,5/16/2022
5547,PS5,187467,5/23/2022
5548,PS5,185845,5/30/2022
5549,PS5,183434,6/6/2022
5550,PS5,171400,6/13/2022
5551,PS5,201012,6/20/2022
5552,PS5,211204,6/27/2022
5553,PS5,202978,7/4/2022
5554,PS5,205855,7/11/2022
5555,PS5,205877,7/18/2022
5556,PS5,249912,7/25/2022
5557,PS5,235071,8/1/2022
5558,PS5,227353,8/8/2022
5559,PS5,222389,8/15/2022
5560,PS5,240286,8/22/2022
5561,PS5,245837,8/29/2022
5562,PS5,233058,9/5/2022
5563,PS5,237142,9/12/2022
5564,PS5,254028,9/19/2022
5565,PS5,252757,9/26/2022
5566,PS5,242730,10/3/2022
5567,PS5,267047,10/10/2022
5568,PS5,279434,10/17/2022
5569,PS5,326703,10/24/2022
5570,PS5,332418,10/31/2022
5571,PS5,573539,11/7/2022
5572,PS5,468933,11/14/2022
5573,PS5,1040393,11/21/2022
5574,PS5,700791,11/28/2022
5575,PS5,600141,12/5/2022
5576,PS5,688842,12/12/2022
5577,PS5,703030,12/19/2022
5578,PS5,381104,12/26/2022
5579,PS5,335246,1/2/2023
5580,PS5,301104,1/9/2023
5581,PS5,307493,1/16/2023
5582,PS5,359369,1/23/2023
5583,PS5,426251,1/30/2023
5584,PS5,506469,2/6/2023
5585,PS5,447673,2/13/2023
5586,PS5,422400,2/20/2023
5587,PS5,405917,2/27/2023
5588,PS5,394474,3/6/2023
5589,PS5,358624,3/13/2023
5590,PS5,394733,3/20/2023
5591,PS5,356069,3/27/2023
5592,PS5,300216,4/3/2023
5593,PS5,293142,4/10/2023
5594,PS5,284785,4/17/2023
5595,PS5,323201,4/24/2023
5596,PS5,278827,5/1/2023
5597,PS5,250218,5/8/2023
5598,PS5,236563,5/15/2023
5599,PS5,231029,5/22/2023
5600,PS5,234848,5/29/2023
5601,PS5,268580,6/5/2023
5602,PS5,276086,6/12/2023
5603,PS5,347081,6/19/2023
5604,PS5,310394,6/26/2023
5605,PS5,320930,7/3/2023
5606,PS5,315111,7/10/2023
5607,PS5,282397,7/17/2023
5608,PS5,329444,7/24/2023
5609,PS5,369476,7/31/2023
5610,PS5,385202,8/7/2023
5611,PS5,372780,8/14/2023
5612,PS5,365430,8/21/2023
5613,PS5,386251,8/28/2023
5614,PS5,370167,9/4/2023
5615,PS5,321732,9/11/2023
5616,PS5,337617,9/18/2023
5617,PS5,362188,9/25/2023
5618,PS5,313408,10/2/2023
5619,PS5,303996,10/9/2023
5620,PS5,318292,10/16/2023
5621,PS5,291838,10/23/2023
5622,PS5,457334,10/30/2023
5623,PS5,818489,11/6/2023
5624,PS5,778254,11/13/2023
5625,PS5,1490592,11/20/2023
5626,PS5,800061,11/27/2023
5627,PS5,753314,12/4/2023
5628,PS5,865036,12/11/2023
5629,PS5,935005,12/18/2023
5630,PS5,504516,12/25/2023
5631,PS5,333014,1/1/2024
5632,PS5,285068,1/8/2024
5633,PS5,326454,1/15/2024
5634,PS5,301394,1/22/2024
5635,PS5,281257,1/29/2024
5636,PS5,324414,2/5/2024
5637,PS5,342034,2/12/2024
5638,PS5,357975,2/19/2024
5639,PS5,377391,2/26/2024
5640,PS5,299007,3/4/2024
5641,PS5,297309,3/11/2024
5642,PS5,290498,3/18/2024
5643,PS5,271245,3/25/2024
5644,PS5,264276,4/1/2024
5645,PS5,216045,4/8/2024
5646,PS5,191974,4/15/2024
5647,PS5,207904,4/22/2024
5648,PS5,216392,4/29/2024
5649,PS5,204721,5/6/2024
5650,PS5,190127,5/13/2024
5651,PS5,198609,5/20/2024
5652,PS5,225450,5/27/2024
5653,PS5,119695,6/3/2024
5654,PS5,130486,6/10/2024
5655,PS5,133812,6/17/2024
5656,PS5,137363,6/24/2024
5657,PS5,133778,7/1/2024
5658,XS,0,10/26/2020
5659,XS,0,11/2/2020
5660,XS,1285686,11/9/2020
5661,XS,206872,11/16/2020
5662,XS,199274,11/23/2020
5663,XS,248890,11/30/2020
5664,XS,277213,12/7/2020
5665,XS,308418,12/14/2020
5666,XS,283158,12/21/2020
5667,XS,195957,12/28/2020
5668,XS,89058,1/4/2021
5669,XS,72075,1/11/2021
5670,XS,75160,1/18/2021
5671,XS,79020,1/25/2021
5672,XS,71317,2/1/2021
5673,XS,77195,2/8/2021
5674,XS,72914,2/15/2021
5675,XS,78319,2/22/2021
5676,XS,112147,3/1/2021
5677,XS,115089,3/8/2021
5678,XS,140384,3/15/2021
5679,XS,135809,3/22/2021
5680,XS,112534,3/29/2021
5681,XS,89348,4/5/2021
5682,XS,89451,4/12/2021
5683,XS,87450,4/19/2021
5684,XS,93422,4/26/2021
5685,XS,90840,5/3/2021
5686,XS,91940,5/10/2021
5687,XS,98342,5/17/2021
5688,XS,104018,5/24/2021
5689,XS,115664,5/31/2021
5690,XS,147145,6/7/2021
5691,XS,170546,6/14/2021
5692,XS,158655,6/21/2021
5693,XS,143022,6/28/2021
5694,XS,118812,7/5/2021
5695,XS,115720,7/12/2021
5696,XS,121350,7/19/2021
5697,XS,120118,7/26/2021
5698,XS,119673,8/2/2021
5699,XS,118649,8/9/2021
5700,XS,122511,8/16/2021
5701,XS,124666,8/23/2021
5702,XS,123565,8/30/2021
5703,XS,135669,9/6/2021
5704,XS,138176,9/13/2021
5705,XS,138123,9/20/2021
5706,XS,145472,9/27/2021
5707,XS,138965,10/4/2021
5708,XS,142543,10/11/2021
5709,XS,148001,10/18/2021
5710,XS,162941,10/25/2021
5711,XS,204396,11/1/2021
5712,XS,205358,11/8/2021
5713,XS,244963,11/15/2021
5714,XS,625951,11/22/2021
5715,XS,381661,11/29/2021
5716,XS,377564,12/6/2021
5717,XS,412016,12/13/2021
5718,XS,454633,12/20/2021
5719,XS,219586,12/27/2021
5720,XS,156366,1/3/2022
5721,XS,143441,1/10/2022
5722,XS,141205,1/17/2022
5723,XS,147738,1/24/2022
5724,XS,132367,1/31/2022
5725,XS,129496,2/7/2022
5726,XS,127496,2/14/2022
5727,XS,129490,2/21/2022
5728,XS,128225,2/28/2022
5729,XS,130689,3/7/2022
5730,XS,215088,3/14/2022
5731,XS,204531,3/21/2022
5732,XS,209718,3/28/2022
5733,XS,120506,4/4/2022
5734,XS,118843,4/11/2022
5735,XS,125861,4/18/2022
5736,XS,124796,4/25/2022
5737,XS,112497,5/2/2022
5738,XS,99297,5/9/2022
5739,XS,113937,5/16/2022
5740,XS,116762,5/23/2022
5741,XS,124186,5/30/2022
5742,XS,118525,6/6/2022
5743,XS,121030,6/13/2022
5744,XS,130932,6/20/2022
5745,XS,134912,6/27/2022
5746,XS,125607,7/4/2022
5747,XS,126009,7/11/2022
5748,XS,123954,7/18/2022
5749,XS,139495,7/25/2022
5750,XS,123013,8/1/2022
5751,XS,125946,8/8/2022
5752,XS,136442,8/15/2022
5753,XS,147284,8/22/2022
5754,XS,128008,8/29/2022
5755,XS,123534,9/5/2022
5756,XS,138546,9/12/2022
5757,XS,144494,9/19/2022
5758,XS,158716,9/26/2022
5759,XS,131834,10/3/2022
5760,XS,135603,10/10/2022
5761,XS,138570,10/17/2022
5762,XS,141380,10/24/2022
5763,XS,124823,10/31/2022
5764,XS,130018,11/7/2022
5765,XS,233733,11/14/2022
5766,XS,731818,11/21/2022
5767,XS,365685,11/28/2022
5768,XS,295142,12/5/2022
5769,XS,327340,12/12/2022
5770,XS,417558,12/19/2022
5771,XS,181311,12/26/2022
5772,XS,114185,1/2/2023
5773,XS,99966,1/9/2023
5774,XS,100790,1/16/2023
5775,XS,113536,1/23/2023
5776,XS,121591,1/30/2023
5777,XS,135562,2/6/2023
5778,XS,126673,2/13/2023
5779,XS,117369,2/20/2023
5780,XS,95779,2/27/2023
5781,XS,102647,3/6/2023
5782,XS,99442,3/13/2023
5783,XS,126299,3/20/2023
5784,XS,117307,3/27/2023
5785,XS,89114,4/3/2023
5786,XS,86795,4/10/2023
5787,XS,93265,4/17/2023
5788,XS,103905,4/24/2023
5789,XS,76000,5/1/2023
5790,XS,79828,5/8/2023
5791,XS,83770,5/15/2023
5792,XS,90169,5/22/2023
5793,XS,87035,5/29/2023
5794,XS,118035,6/5/2023
5795,XS,124205,6/12/2023
5796,XS,117471,6/19/2023
5797,XS,104048,6/26/2023
5798,XS,88592,7/3/2023
5799,XS,93202,7/10/2023
5800,XS,90991,7/17/2023
5801,XS,98179,7/24/2023
5802,XS,100254,7/31/2023
5803,XS,103040,8/7/2023
5804,XS,105138,8/14/2023
5805,XS,121177,8/21/2023
5806,XS,146770,8/28/2023
5807,XS,138613,9/4/2023
5808,XS,115135,9/11/2023
5809,XS,125900,9/18/2023
5810,XS,139307,9/25/2023
5811,XS,101293,10/2/2023
5812,XS,100134,10/9/2023
5813,XS,102708,10/16/2023
5814,XS,108984,10/23/2023
5815,XS,124859,10/30/2023
5816,XS,182934,11/6/2023
5817,XS,175691,11/13/2023
5818,XS,546726,11/20/2023
5819,XS,434339,11/27/2023
5820,XS,358739,12/4/2023
5821,XS,389822,12/11/2023
5822,XS,456716,12/18/2023
5823,XS,215746,12/25/2023
5824,XS,91246,1/1/2024
5825,XS,74272,1/8/2024
5826,XS,72588,1/15/2024
5827,XS,77782,1/22/2024
5828,XS,83431,1/29/2024
5829,XS,76991,2/5/2024
5830,XS,77646,2/12/2024
5831,XS,80751,2/19/2024
5832,XS,85906,2/26/2024
5833,XS,74543,3/4/2024
5834,XS,66005,3/11/2024
5835,XS,68905,3/18/2024
5836,XS,65566,3/25/2024
5837,XS,71013,4/1/2024
5838,XS,52586,4/8/2024
5839,XS,50656,4/15/2024
5840,XS,50362,4/22/2024
5841,XS,51706,4/29/2024
5842,XS,55247,5/6/2024
5843,XS,54744,5/13/2024
5844,XS,59245,5/20/2024
5845,XS,62313,5/27/2024
5846,XS,21821,6/3/2024
5847,XS,21409,6/10/2024
5848,XS,21434,6/17/2024
5849,XS,21161,6/24/2024
5850,XS,23577,7/1/2024
