,console,units_sold,week_of
1704,X360,66632,3/13/2006
1705,X360,103677,3/20/2006
1706,X360,92084,3/27/2006
1707,X360,103992,4/3/2006
1708,X360,130558,4/10/2006
1709,X360,136526,4/17/2006
1710,X360,112013,4/24/2006
1711,X360,104622,5/1/2006
1712,X360,98419,5/8/2006
1713,X360,93261,5/15/2006
1714,X360,90169,5/22/2006
1715,X360,85427,5/29/2006
1716,X360,81449,6/5/2006
1717,X360,80279,6/12/2006
1718,X360,78712,6/19/2006
1719,X360,79243,6/26/2006
1720,X360,77112,7/3/2006
1721,X360,75521,7/10/2006
1722,X360,75259,7/17/2006
1723,X360,75784,7/24/2006
1724,X360,74875,7/31/2006
1725,X360,70577,8/7/2006
1726,X360,73171,8/14/2006
1727,X360,80197,8/21/2006
1728,X360,84931,8/28/2006
1729,X360,90363,9/4/2006
1730,X360,90906,9/11/2006
1731,X360,91832,9/18/2006
1732,X360,89594,9/25/2006
1733,X360,87898,10/2/2006
1734,X360,78070,10/9/2006
1735,X360,80656,10/16/2006
1736,X360,96489,10/23/2006
1737,X360,124686,10/30/2006
1738,X360,169592,11/6/2006
1739,X360,193246,11/13/2006
1740,X360,361561,11/20/2006
1741,X360,321180,11/27/2006
1742,X360,445925,12/4/2006
1743,X360,499712,12/11/2006
1744,X360,568243,12/18/2006
1745,X360,206595,12/25/2006
1746,X360,147791,1/1/2007
1747,X360,123339,1/8/2007
1748,X360,116408,1/15/2007
1749,X360,113079,1/22/2007
1750,X360,110203,1/29/2007
1751,X360,110397,2/5/2007
1752,X360,117490,2/12/2007
1753,X360,108032,2/19/2007
1754,X360,95357,2/26/2007
1755,X360,87609,3/5/2007
1756,X360,87499,3/12/2007
1757,X360,88857,3/19/2007
1758,X360,81002,3/26/2007
1759,X360,73205,4/2/2007
1760,X360,73263,4/9/2007
1761,X360,71058,4/16/2007
1762,X360,93675,4/23/2007
1763,X360,92221,4/30/2007
1764,X360,85444,5/7/2007
1765,X360,75869,5/14/2007
1766,X360,65408,5/21/2007
1767,X360,66479,5/28/2007
1768,X360,81653,6/4/2007
1769,X360,85123,6/11/2007
1770,X360,76768,6/18/2007
1771,X360,80424,6/25/2007
1772,X360,69856,7/2/2007
1773,X360,66672,7/9/2007
1774,X360,63263,7/16/2007
1775,X360,67251,7/23/2007
1776,X360,66313,7/30/2007
1777,X360,99271,8/6/2007
1778,X360,108782,8/13/2007
1779,X360,138306,8/20/2007
1780,X360,147296,8/27/2007
1781,X360,135263,9/3/2007
1782,X360,146262,9/10/2007
1783,X360,164012,9/17/2007
1784,X360,231539,9/24/2007
1785,X360,213451,10/1/2007
1786,X360,200681,10/8/2007
1787,X360,178907,10/15/2007
1788,X360,173823,10/22/2007
1789,X360,196588,10/29/2007
1790,X360,196490,11/5/2007
1791,X360,228061,11/12/2007
1792,X360,414403,11/19/2007
1793,X360,325839,11/26/2007
1794,X360,428934,12/3/2007
1795,X360,514063,12/10/2007
1796,X360,591424,12/17/2007
1797,X360,332756,12/24/2007
1798,X360,205025,12/31/2007
1799,X360,143001,1/7/2008
1800,X360,109401,1/14/2008
1801,X360,110930,1/21/2008
1802,X360,106574,1/28/2008
1803,X360,123216,2/4/2008
1804,X360,117234,2/11/2008
1805,X360,120866,2/18/2008
1806,X360,130271,2/25/2008
1807,X360,126067,3/3/2008
1808,X360,145055,3/10/2008
1809,X360,178699,3/17/2008
1810,X360,157974,3/24/2008
1811,X360,142495,3/31/2008
1812,X360,131793,4/7/2008
1813,X360,132099,4/14/2008
1814,X360,139928,4/21/2008
1815,X360,223924,4/28/2008
1816,X360,168394,5/5/2008
1817,X360,141772,5/12/2008
1818,X360,132363,5/19/2008
1819,X360,133405,5/26/2008
1820,X360,107187,6/2/2008
1821,X360,99954,6/9/2008
1822,X360,97571,6/16/2008
1823,X360,110879,6/23/2008
1824,X360,107242,6/30/2008
1825,X360,103206,7/7/2008
1826,X360,137302,7/14/2008
1827,X360,120083,7/21/2008
1828,X360,116707,7/28/2008
1829,X360,126494,8/4/2008
1830,X360,107790,8/11/2008
1831,X360,102840,8/18/2008
1832,X360,106006,8/25/2008
1833,X360,143899,9/1/2008
1834,X360,166465,9/8/2008
1835,X360,137599,9/15/2008
1836,X360,161730,9/22/2008
1837,X360,178503,9/29/2008
1838,X360,179346,10/6/2008
1839,X360,178521,10/13/2008
1840,X360,199250,10/20/2008
1841,X360,217148,10/27/2008
1842,X360,271932,11/3/2008
1843,X360,315342,11/10/2008
1844,X360,399078,11/17/2008
1845,X360,737050,11/24/2008
1846,X360,583747,12/1/2008
1847,X360,708312,12/8/2008
1848,X360,898631,12/15/2008
1849,X360,760743,12/22/2008
1850,X360,356065,12/29/2008
1851,X360,220182,1/5/2009
1852,X360,173251,1/12/2009
1853,X360,161551,1/19/2009
1854,X360,196257,1/26/2009
1855,X360,173398,2/2/2009
1856,X360,166950,2/9/2009
1857,X360,202053,2/16/2009
1858,X360,175357,2/23/2009
1859,X360,165988,3/2/2009
1860,X360,180914,3/9/2009
1861,X360,143447,3/16/2009
1862,X360,144753,3/23/2009
1863,X360,136455,3/30/2009
1864,X360,135310,4/6/2009
1865,X360,119659,4/13/2009
1866,X360,104873,4/20/2009
1867,X360,106871,4/27/2009
1868,X360,98217,5/4/2009
1869,X360,97762,5/11/2009
1870,X360,106541,5/18/2009
1871,X360,102744,5/25/2009
1872,X360,107848,6/1/2009
1873,X360,112453,6/8/2009
1874,X360,110745,6/15/2009
1875,X360,109922,6/22/2009
1876,X360,108081,6/29/2009
1877,X360,106745,7/6/2009
1878,X360,105527,7/13/2009
1879,X360,103111,7/20/2009
1880,X360,105836,7/27/2009
1881,X360,102725,8/3/2009
1882,X360,114246,8/10/2009
1883,X360,107455,8/17/2009
1884,X360,128989,8/24/2009
1885,X360,148686,8/31/2009
1886,X360,137819,9/7/2009
1887,X360,134865,9/14/2009
1888,X360,153808,9/21/2009
1889,X360,161501,9/28/2009
1890,X360,162327,10/5/2009
1891,X360,157863,10/12/2009
1892,X360,166097,10/19/2009
1893,X360,208768,10/26/2009
1894,X360,328667,11/2/2009
1895,X360,443269,11/9/2009
1896,X360,381807,11/16/2009
1897,X360,599275,11/23/2009
1898,X360,495465,11/30/2009
1899,X360,578866,12/7/2009
1900,X360,720276,12/14/2009
1901,X360,787427,12/21/2009
1902,X360,312631,12/28/2009
1903,X360,218430,1/4/2010
1904,X360,158231,1/11/2010
1905,X360,157736,1/18/2010
1906,X360,194326,1/25/2010
1907,X360,170198,2/1/2010
1908,X360,189161,2/8/2010
1909,X360,193241,2/15/2010
1910,X360,175881,2/22/2010
1911,X360,148892,3/1/2010
1912,X360,161002,3/8/2010
1913,X360,143130,3/15/2010
1914,X360,145089,3/22/2010
1915,X360,156286,3/29/2010
1916,X360,134535,4/5/2010
1917,X360,124040,4/12/2010
1918,X360,108542,4/19/2010
1919,X360,104940,4/26/2010
1920,X360,107235,5/3/2010
1921,X360,105713,5/10/2010
1922,X360,107047,5/17/2010
1923,X360,104063,5/24/2010
1924,X360,106916,5/31/2010
1925,X360,100837,6/7/2010
1926,X360,168244,6/14/2010
1927,X360,228899,6/21/2010
1928,X360,203544,6/28/2010
1929,X360,180305,7/5/2010
1930,X360,352841,7/12/2010
1931,X360,238953,7/19/2010
1932,X360,213750,7/26/2010
1933,X360,207869,8/2/2010
1934,X360,185623,8/9/2010
1935,X360,175647,8/16/2010
1936,X360,169037,8/23/2010
1937,X360,171704,8/30/2010
1938,X360,163605,9/6/2010
1939,X360,269466,9/13/2010
1940,X360,194090,9/20/2010
1941,X360,200906,9/27/2010
1942,X360,194053,10/4/2010
1943,X360,185357,10/11/2010
1944,X360,193544,10/18/2010
1945,X360,228171,10/25/2010
1946,X360,375168,11/1/2010
1947,X360,525482,11/8/2010
1948,X360,483352,11/15/2010
1949,X360,940326,11/22/2010
1950,X360,716292,11/29/2010
1951,X360,808300,12/6/2010
1952,X360,1090533,12/13/2010
1953,X360,1140513,12/20/2010
1954,X360,452273,12/27/2010
1955,X360,269829,1/3/2011
1956,X360,193251,1/10/2011
1957,X360,200089,1/17/2011
1958,X360,215775,1/24/2011
1959,X360,206723,1/31/2011
1960,X360,204335,2/7/2011
1961,X360,213230,2/14/2011
1962,X360,225034,2/21/2011
1963,X360,185803,2/28/2011
1964,X360,160011,3/7/2011
1965,X360,154277,3/14/2011
1966,X360,142106,3/21/2011
1967,X360,139104,3/28/2011
1968,X360,137254,4/4/2011
1969,X360,155713,4/11/2011
1970,X360,158663,4/18/2011
1971,X360,151027,4/25/2011
1972,X360,142553,5/2/2011
1973,X360,143900,5/9/2011
1974,X360,146256,5/16/2011
1975,X360,139099,5/23/2011
1976,X360,140930,5/30/2011
1977,X360,140649,6/6/2011
1978,X360,144661,6/13/2011
1979,X360,143702,6/20/2011
1980,X360,149617,6/27/2011
1981,X360,161184,7/4/2011
1982,X360,146960,7/11/2011
1983,X360,134162,7/18/2011
1984,X360,135499,7/25/2011
1985,X360,135288,8/1/2011
1986,X360,130864,8/8/2011
1987,X360,132504,8/15/2011
1988,X360,139281,8/22/2011
1989,X360,141100,8/29/2011
1990,X360,141643,9/5/2011
1991,X360,135979,9/12/2011
1992,X360,233305,9/19/2011
1993,X360,205216,9/26/2011
1994,X360,198525,10/3/2011
1995,X360,204885,10/10/2011
1996,X360,220702,10/17/2011
1997,X360,288060,10/24/2011
1998,X360,318817,10/31/2011
1999,X360,564343,11/7/2011
2000,X360,531076,11/14/2011
2001,X360,1336326,11/21/2011
2002,X360,707423,11/28/2011
2003,X360,869543,12/5/2011
2004,X360,1018271,12/12/2011
2005,X360,1086162,12/19/2011
2006,X360,416608,12/26/2011
2007,X360,226291,1/2/2012
2008,X360,151516,1/9/2012
2009,X360,162137,1/16/2012
2010,X360,149886,1/23/2012
2011,X360,168995,1/30/2012
2012,X360,146716,2/6/2012
2013,X360,152691,2/13/2012
2014,X360,157982,2/20/2012
2015,X360,134519,2/27/2012
2016,X360,136545,3/5/2012
2017,X360,123330,3/12/2012
2018,X360,108033,3/19/2012
2019,X360,107202,3/26/2012
2020,X360,141865,4/2/2012
2021,X360,112066,4/9/2012
2022,X360,117068,4/16/2012
2023,X360,108863,4/23/2012
2024,X360,92788,4/30/2012
2025,X360,90056,5/7/2012
2026,X360,95823,5/14/2012
2027,X360,99949,5/21/2012
2028,X360,104952,5/28/2012
2029,X360,101014,6/4/2012
2030,X360,104117,6/11/2012
2031,X360,103914,6/18/2012
2032,X360,103439,6/25/2012
2033,X360,106897,7/2/2012
2034,X360,107683,7/9/2012
2035,X360,102342,7/16/2012
2036,X360,106109,7/23/2012
2037,X360,103896,7/30/2012
2038,X360,106089,8/6/2012
2039,X360,108738,8/13/2012
2040,X360,106138,8/20/2012
2041,X360,115257,8/27/2012
2042,X360,115750,9/3/2012
2043,X360,115755,9/10/2012
2044,X360,132264,9/17/2012
2045,X360,142882,9/24/2012
2046,X360,159168,10/1/2012
2047,X360,157564,10/8/2012
2048,X360,184332,10/15/2012
2049,X360,225313,10/22/2012
2050,X360,252378,10/29/2012
2051,X360,378098,11/5/2012
2052,X360,462576,11/12/2012
2053,X360,1154682,11/19/2012
2054,X360,540395,11/26/2012
2055,X360,636502,12/3/2012
2056,X360,772871,12/10/2012
2057,X360,804994,12/17/2012
2058,X360,348191,12/24/2012
2059,X360,198640,12/31/2012
2060,X360,127408,1/7/2013
2061,X360,105859,1/14/2013
2062,X360,101840,1/21/2013
2063,X360,112826,1/28/2013
2064,X360,123576,2/4/2013
2065,X360,133764,2/11/2013
2066,X360,122986,2/18/2013
2067,X360,108223,2/25/2013
2068,X360,104147,3/4/2013
2069,X360,99302,3/11/2013
2070,X360,90104,3/18/2013
2071,X360,105683,3/25/2013
2072,X360,96484,4/1/2013
2073,X360,84271,4/8/2013
2074,X360,82338,4/15/2013
2075,X360,74541,4/22/2013
2076,X360,65175,4/29/2013
2077,X360,61733,5/6/2013
2078,X360,60568,5/13/2013
2079,X360,59462,5/20/2013
2080,X360,60213,5/27/2013
2081,X360,58018,6/3/2013
2082,X360,59347,6/10/2013
2083,X360,62574,6/17/2013
2084,X360,64813,6/24/2013
2085,X360,64535,7/1/2013
2086,X360,62404,7/8/2013
2087,X360,58549,7/15/2013
2088,X360,58005,7/22/2013
2089,X360,55408,7/29/2013
2090,X360,54067,8/5/2013
2091,X360,55398,8/12/2013
2092,X360,54888,8/19/2013
2093,X360,54842,8/26/2013
2094,X360,59230,9/2/2013
2095,X360,62116,9/9/2013
2096,X360,132130,9/16/2013
2097,X360,104250,9/23/2013
2098,X360,100680,9/30/2013
2099,X360,96769,10/7/2013
2100,X360,100042,10/14/2013
2101,X360,96294,10/21/2013
2102,X360,110377,10/28/2013
2103,X360,145039,11/4/2013
2104,X360,167782,11/11/2013
2105,X360,206297,11/18/2013
2106,X360,489275,11/25/2013
2107,X360,314466,12/2/2013
2108,X360,358010,12/9/2013
2109,X360,378045,12/16/2013
2110,X360,325458,12/23/2013
2111,X360,91100,12/30/2013
2112,X360,45172,1/6/2014
2113,X360,38115,1/13/2014
2114,X360,37522,1/20/2014
2115,X360,39450,1/27/2014
2116,X360,39343,2/3/2014
2117,X360,42831,2/10/2014
2118,X360,43050,2/17/2014
2119,X360,37825,2/24/2014
2120,X360,37901,3/3/2014
2121,X360,36037,3/10/2014
2122,X360,33455,3/17/2014
2123,X360,34996,3/24/2014
2124,X360,35445,3/31/2014
2125,X360,32844,4/7/2014
2126,X360,34000,4/14/2014
2127,X360,32498,4/21/2014
2128,X360,25733,4/28/2014
2129,X360,24450,5/5/2014
2130,X360,25234,5/12/2014
2131,X360,24326,5/19/2014
2132,X360,25311,5/26/2014
2133,X360,22497,6/2/2014
2134,X360,20352,6/9/2014
2135,X360,20984,6/16/2014
2136,X360,22056,6/23/2014
2137,X360,21855,6/30/2014
2138,X360,20401,7/7/2014
2139,X360,19524,7/14/2014
2140,X360,19303,7/21/2014
2141,X360,20312,7/28/2014
2142,X360,19122,8/4/2014
2143,X360,19195,8/11/2014
2144,X360,19863,8/18/2014
2145,X360,19771,8/25/2014
2146,X360,19066,9/1/2014
2147,X360,26295,9/8/2014
2148,X360,24917,9/15/2014
2149,X360,28948,9/22/2014
2150,X360,36073,9/29/2014
2151,X360,30818,10/6/2014
2152,X360,32056,10/13/2014
2153,X360,34959,10/20/2014
2154,X360,36734,10/27/2014
2155,X360,46297,11/3/2014
2156,X360,52013,11/10/2014
2157,X360,73856,11/17/2014
2158,X360,123749,11/24/2014
2159,X360,119959,12/1/2014
2160,X360,113940,12/8/2014
2161,X360,127679,12/15/2014
2162,X360,63013,12/22/2014
2163,X360,25347,12/29/2014
2164,X360,12741,1/5/2015
2165,X360,10290,1/12/2015
2166,X360,10317,1/19/2015
2167,X360,10556,1/26/2015
2168,X360,10249,2/2/2015
2169,X360,9899,2/9/2015
2170,X360,10413,2/16/2015
2171,X360,9197,2/23/2015
2172,X360,8675,3/2/2015
2173,X360,8412,3/9/2015
2174,X360,7041,3/16/2015
2175,X360,7693,3/23/2015
2176,X360,7906,3/30/2015
2177,X360,7334,4/6/2015
2178,X360,7478,4/13/2015
2179,X360,6576,4/20/2015
2180,X360,6628,4/27/2015
2181,X360,6154,5/4/2015
2182,X360,6334,5/11/2015
2183,X360,6060,5/18/2015
2184,X360,6069,5/25/2015
2185,X360,6059,6/1/2015
2186,X360,5639,6/8/2015
2187,X360,6467,6/15/2015
2188,X360,5701,6/22/2015
2189,X360,5556,6/29/2015
2190,X360,6205,7/6/2015
2191,X360,5715,7/13/2015
2192,X360,5589,7/20/2015
2193,X360,5424,7/27/2015
2194,X360,5056,8/3/2015
2195,X360,4901,8/10/2015
2196,X360,5084,8/17/2015
2197,X360,4974,8/24/2015
2198,X360,7046,8/31/2015
2199,X360,7124,9/7/2015
2200,X360,7060,9/14/2015
2201,X360,8091,9/21/2015
2202,X360,7768,9/28/2015
2203,X360,8540,10/5/2015
2204,X360,9054,10/12/2015
2205,X360,9131,10/19/2015
2206,X360,9673,10/26/2015
2207,X360,10935,11/2/2015
2208,X360,12653,11/9/2015
2209,X360,18723,11/16/2015
2210,X360,32867,11/23/2015
2211,X360,34499,11/30/2015
2212,X360,35312,12/7/2015
2213,X360,35824,12/14/2015
2214,X360,33449,12/21/2015
2215,X360,11522,12/28/2015
2216,X360,4887,1/4/2016
2217,X360,4183,1/11/2016
2218,X360,3780,1/18/2016
2219,X360,4186,1/25/2016
2220,X360,3939,2/1/2016
2221,X360,3994,2/8/2016
2222,X360,4119,2/15/2016
2223,X360,3906,2/22/2016
2224,X360,3740,2/29/2016
2225,X360,3637,3/7/2016
2226,X360,3530,3/14/2016
2227,X360,3687,3/21/2016
2228,X360,3715,3/28/2016
2229,X360,3602,4/4/2016
2230,X360,3560,4/11/2016
2231,X360,3491,4/18/2016
2232,X360,3390,4/25/2016
2233,X360,3383,5/2/2016
2234,X360,3351,5/9/2016
2235,X360,3285,5/16/2016
2236,X360,3329,5/23/2016
2237,X360,3328,5/30/2016
2238,X360,3257,6/6/2016
2239,X360,3240,6/13/2016
2240,X360,3357,6/20/2016
2241,X360,3362,6/27/2016
2242,X360,3256,7/4/2016
2243,X360,3212,7/11/2016
2244,X360,3247,7/18/2016
2245,X360,3139,7/25/2016
2246,X360,3087,8/1/2016
2247,X360,3131,8/8/2016
2248,X360,3058,8/15/2016
2249,X360,3135,8/22/2016
2250,X360,3114,8/29/2016
2251,X360,3285,9/5/2016
2252,X360,3728,9/12/2016
2253,X360,3593,9/19/2016
2254,X360,3588,9/26/2016
2255,X360,3456,10/3/2016
2256,X360,3314,10/10/2016
2257,X360,3392,10/17/2016
2258,X360,4575,10/24/2016
2259,X360,4869,10/31/2016
2260,X360,5939,11/7/2016
2261,X360,9039,11/14/2016
2262,X360,13405,11/21/2016
2263,X360,12745,11/28/2016
2264,X360,14268,12/5/2016
2265,X360,13679,12/12/2016
2266,X360,13177,12/19/2016
2267,X360,6312,12/26/2016
2268,X360,1908,1/2/2017
2269,X360,1074,1/9/2017
2270,X360,1077,1/16/2017
2271,X360,1135,1/23/2017
2272,X360,975,1/30/2017
2273,X360,987,2/6/2017
2274,X360,979,2/13/2017
2275,X360,815,2/20/2017
2276,X360,863,2/27/2017
2277,X360,801,3/6/2017
2278,X360,815,3/13/2017
2279,X360,824,3/20/2017
2280,X360,801,3/27/2017
2281,X360,773,4/3/2017
2282,X360,698,4/10/2017
2283,X360,639,4/17/2017
2284,X360,603,4/24/2017
2285,X360,593,5/1/2017
2286,X360,602,5/8/2017
2287,X360,599,5/15/2017
2288,X360,582,5/22/2017
2289,X360,561,5/29/2017
2290,X360,547,6/5/2017
2291,X360,544,6/12/2017
2292,X360,526,6/19/2017
2293,X360,543,6/26/2017
2294,X360,452,7/3/2017
2295,X360,420,7/10/2017
2296,X360,417,7/17/2017
2297,X360,397,7/24/2017
2298,X360,404,7/31/2017
2299,X360,386,8/7/2017
2300,X360,389,8/14/2017
2301,X360,378,8/21/2017
2302,X360,336,8/28/2017
2303,X360,337,9/4/2017
2304,X360,327,9/11/2017
2305,X360,308,9/18/2017
2306,X360,294,9/25/2017
2307,X360,283,10/2/2017
2308,X360,294,10/9/2017
2309,X360,290,10/16/2017
2310,X360,282,10/23/2017
2311,X360,261,10/30/2017
2312,X360,226,11/6/2017
2313,X360,208,11/13/2017
2314,X360,265,11/20/2017
2315,X360,241,11/27/2017
2316,X360,258,12/4/2017
2317,X360,287,12/11/2017
2318,X360,281,12/18/2017
2319,X360,209,12/25/2017
2320,DS,546507,11/22/2004
2321,DS,651898,11/29/2004
2322,DS,379673,12/6/2004
2323,DS,441085,12/13/2004
2324,DS,575947,12/20/2004
2325,DS,262277,12/27/2004
2326,DS,170751,1/3/2005
2327,DS,96385,1/10/2005
2328,DS,81003,1/17/2005
2329,DS,78819,1/24/2005
2330,DS,70305,1/31/2005
2331,DS,65608,2/7/2005
2332,DS,60066,2/14/2005
2333,DS,94610,2/21/2005
2334,DS,73119,2/28/2005
2335,DS,370742,3/7/2005
2336,DS,183505,3/14/2005
2337,DS,164406,3/21/2005
2338,DS,128134,3/28/2005
2339,DS,101832,4/4/2005
2340,DS,85078,4/11/2005
2341,DS,141830,4/18/2005
2342,DS,120069,4/25/2005
2343,DS,115641,5/2/2005
2344,DS,81694,5/9/2005
2345,DS,80266,5/16/2005
2346,DS,106368,5/23/2005
2347,DS,97747,5/30/2005
2348,DS,93958,6/6/2005
2349,DS,96805,6/13/2005
2350,DS,106839,6/20/2005
2351,DS,100911,6/27/2005
2352,DS,99729,7/4/2005
2353,DS,92564,7/11/2005
2354,DS,94393,7/18/2005
2355,DS,94440,7/25/2005
2356,DS,97689,8/1/2005
2357,DS,152621,8/8/2005
2358,DS,129542,8/15/2005
2359,DS,112951,8/22/2005
2360,DS,110162,8/29/2005
2361,DS,108499,9/5/2005
2362,DS,131157,9/12/2005
2363,DS,131209,9/19/2005
2364,DS,103624,9/26/2005
2365,DS,136755,10/3/2005
2366,DS,160060,10/10/2005
2367,DS,160072,10/17/2005
2368,DS,188851,10/24/2005
2369,DS,221679,10/31/2005
2370,DS,255538,11/7/2005
2371,DS,311556,11/14/2005
2372,DS,572867,11/21/2005
2373,DS,628820,11/28/2005
2374,DS,891443,12/5/2005
2375,DS,1043751,12/12/2005
2376,DS,1292919,12/19/2005
2377,DS,673413,12/26/2005
2378,DS,259869,1/2/2006
2379,DS,169331,1/9/2006
2380,DS,170784,1/16/2006
2381,DS,223845,1/23/2006
2382,DS,131706,1/30/2006
2383,DS,116581,2/6/2006
2384,DS,154754,2/13/2006
2385,DS,143213,2/20/2006
2386,DS,220296,2/27/2006
2387,DS,240799,3/6/2006
2388,DS,239303,3/13/2006
2389,DS,267783,3/20/2006
2390,DS,328200,3/27/2006
2391,DS,322055,4/3/2006
2392,DS,309306,4/10/2006
2393,DS,304099,4/17/2006
2394,DS,389259,4/24/2006
2395,DS,288612,5/1/2006
2396,DS,211198,5/8/2006
2397,DS,275132,5/15/2006
2398,DS,394476,5/22/2006
2399,DS,246012,5/29/2006
2400,DS,403346,6/5/2006
2401,DS,399884,6/12/2006
2402,DS,448493,6/19/2006
2403,DS,423799,6/26/2006
2404,DS,383838,7/3/2006
2405,DS,370439,7/10/2006
2406,DS,493637,7/17/2006
2407,DS,399656,7/24/2006
2408,DS,385120,7/31/2006
2409,DS,381086,8/7/2006
2410,DS,266551,8/14/2006
2411,DS,376793,8/21/2006
2412,DS,429117,8/28/2006
2413,DS,342342,9/4/2006
2414,DS,331206,9/11/2006
2415,DS,326775,9/18/2006
2416,DS,454989,9/25/2006
2417,DS,291454,10/2/2006
2418,DS,273794,10/9/2006
2419,DS,298618,10/16/2006
2420,DS,377011,10/23/2006
2421,DS,367563,10/30/2006
2422,DS,440805,11/6/2006
2423,DS,485990,11/13/2006
2424,DS,903597,11/20/2006
2425,DS,824478,11/27/2006
2426,DS,1172410,12/4/2006
2427,DS,1306033,12/11/2006
2428,DS,1468740,12/18/2006
2429,DS,519608,12/25/2006
2430,DS,555006,1/1/2007
2431,DS,238150,1/8/2007
2432,DS,306102,1/15/2007
2433,DS,380526,1/22/2007
2434,DS,404779,1/29/2007
2435,DS,463431,2/5/2007
2436,DS,472670,2/12/2007
2437,DS,500014,2/19/2007
2438,DS,451903,2/26/2007
2439,DS,433484,3/5/2007
2440,DS,417579,3/12/2007
2441,DS,444947,3/19/2007
2442,DS,346825,3/26/2007
2443,DS,388276,4/2/2007
2444,DS,389531,4/9/2007
2445,DS,454659,4/16/2007
2446,DS,573385,4/23/2007
2447,DS,578774,4/30/2007
2448,DS,474975,5/7/2007
2449,DS,417242,5/14/2007
2450,DS,419227,5/21/2007
2451,DS,407386,5/28/2007
2452,DS,408432,6/4/2007
2453,DS,427860,6/11/2007
2454,DS,464972,6/18/2007
2455,DS,468490,6/25/2007
2456,DS,452238,7/2/2007
2457,DS,461676,7/9/2007
2458,DS,489038,7/16/2007
2459,DS,527718,7/23/2007
2460,DS,487825,7/30/2007
2461,DS,484906,8/6/2007
2462,DS,490609,8/13/2007
2463,DS,430563,8/20/2007
2464,DS,411022,8/27/2007
2465,DS,393880,9/3/2007
2466,DS,402974,9/10/2007
2467,DS,382917,9/17/2007
2468,DS,411971,9/24/2007
2469,DS,409502,10/1/2007
2470,DS,382148,10/8/2007
2471,DS,423060,10/15/2007
2472,DS,404558,10/22/2007
2473,DS,425464,10/29/2007
2474,DS,517647,11/5/2007
2475,DS,661003,11/12/2007
2476,DS,1346850,11/19/2007
2477,DS,1295897,11/26/2007
2478,DS,1463475,12/3/2007
2479,DS,1716751,12/10/2007
2480,DS,2011149,12/17/2007
2481,DS,1052437,12/24/2007
2482,DS,580650,12/31/2007
2483,DS,314541,1/7/2008
2484,DS,363571,1/14/2008
2485,DS,324491,1/21/2008
2486,DS,335759,1/28/2008
2487,DS,411308,2/4/2008
2488,DS,465303,2/11/2008
2489,DS,354709,2/18/2008
2490,DS,409352,2/25/2008
2491,DS,316074,3/3/2008
2492,DS,373703,3/10/2008
2493,DS,419122,3/17/2008
2494,DS,391377,3/24/2008
2495,DS,419797,3/31/2008
2496,DS,370609,4/7/2008
2497,DS,401243,4/14/2008
2498,DS,373825,4/21/2008
2499,DS,368459,4/28/2008
2500,DS,373925,5/5/2008
2501,DS,329218,5/12/2008
2502,DS,340517,5/19/2008
2503,DS,343438,5/26/2008
2504,DS,371024,6/2/2008
2505,DS,445348,6/9/2008
2506,DS,419491,6/16/2008
2507,DS,493624,6/23/2008
2508,DS,487699,6/30/2008
2509,DS,505848,7/7/2008
2510,DS,482667,7/14/2008
2511,DS,473276,7/21/2008
2512,DS,502786,7/28/2008
2513,DS,444404,8/4/2008
2514,DS,426925,8/11/2008
2515,DS,364425,8/18/2008
2516,DS,409634,8/25/2008
2517,DS,395367,9/1/2008
2518,DS,379013,9/8/2008
2519,DS,354678,9/15/2008
2520,DS,361354,9/22/2008
2521,DS,348377,9/29/2008
2522,DS,356951,10/6/2008
2523,DS,360467,10/13/2008
2524,DS,378711,10/20/2008
2525,DS,626768,10/27/2008
2526,DS,639601,11/3/2008
2527,DS,738810,11/10/2008
2528,DS,905456,11/17/2008
2529,DS,1599505,11/24/2008
2530,DS,1389660,12/1/2008
2531,DS,1664967,12/8/2008
2532,DS,2059316,12/15/2008
2533,DS,1739821,12/22/2008
2534,DS,769476,12/29/2008
2535,DS,424458,1/5/2009
2536,DS,344586,1/12/2009
2537,DS,378788,1/19/2009
2538,DS,453495,1/26/2009
2539,DS,353704,2/2/2009
2540,DS,356255,2/9/2009
2541,DS,338515,2/16/2009
2542,DS,303641,2/23/2009
2543,DS,292914,3/2/2009
2544,DS,292920,3/9/2009
2545,DS,354959,3/16/2009
2546,DS,359836,3/23/2009
2547,DS,631957,3/30/2009
2548,DS,886655,4/6/2009
2549,DS,541879,4/13/2009
2550,DS,410493,4/20/2009
2551,DS,430518,4/27/2009
2552,DS,409826,5/4/2009
2553,DS,352892,5/11/2009
2554,DS,352695,5/18/2009
2555,DS,388930,5/25/2009
2556,DS,362617,6/1/2009
2557,DS,361088,6/8/2009
2558,DS,382751,6/15/2009
2559,DS,394046,6/22/2009
2560,DS,405341,6/29/2009
2561,DS,495351,7/6/2009
2562,DS,447211,7/13/2009
2563,DS,398871,7/20/2009
2564,DS,398912,7/27/2009
2565,DS,378743,8/3/2009
2566,DS,373096,8/10/2009
2567,DS,348669,8/17/2009
2568,DS,331402,8/24/2009
2569,DS,326511,8/31/2009
2570,DS,331807,9/7/2009
2571,DS,338703,9/14/2009
2572,DS,324895,9/21/2009
2573,DS,351848,9/28/2009
2574,DS,333779,10/5/2009
2575,DS,316101,10/12/2009
2576,DS,321941,10/19/2009
2577,DS,380029,10/26/2009
2578,DS,444973,11/2/2009
